qid	query	label	llm-output
989232	who is sarah huckabee?	f	Female
1079469	what hallmark movies was meghan markle in	f	Female
448497	meaning of name harry	m	Male
1092658	miss brill's fur called	f	Female
1084993	what did phillis wheatley write about	f	Female
892418	what school did benjamin go to	m	Male
987991	who plays doc holiday in wyatt earp	m	Male
213905	how did ken hubbs die	m	Male
30480	average age for prostate cancer diagnosis	m	Male
964857	where and when was james k polk death	m	Male
1045086	what is the address of the george washington home	m	Male
821506	what is the first robot called	n	Non-Gendered
689553	what is a lowchen dog	n	Non-Gendered
427393	is the snake from jungle book evil	n	Non-Gendered
936495	when can know gender of the baby	n	Female
991920	who did william howe marry	m	Male
133036	definition of cap height	n	Non-Gendered
879188	what movie did amanda bynes play in	f	Female
1003224	when to test fsh for infertility	n	Female
1024375	what narcotics do to the body	n	Non-Gendered
270789	how long to get pap smear test results	f	Female
143466	did bonnie tyler record under a different name?	f	Female
539619	was agrippa king	m	Male
1095190	how old is malia obama	f	Female
341017	how tall is jon jones	m	Male
1006813	when did governor george wallace die	m	Male
1093289	luke evans how tall	m	Male
829100	what is the lung cancer survival rate	n	Non-Gendered
382185	how to take care of a robins egg	n	Non-Gendered
294617	how many rings does michael jordan has	m	Male
835412	what is the name of the one eyed monster?	n	Non-Gendered
990344	who is jesse owens	m	Male
53177	biggest human skeleton ever found	n	Non-Gendered
1093214	marcus lemonis worth	m	Male
990031	who is lauv?	m	Non-Gendered
1061071	what is audrey hepburn's favorite color	f	Female
1030516	who is beth lilly	f	Female
279550	how many chromosomes does ancestry dna test for	n	Non-Gendered
334394	how old is benjamin lasnier	m	Male
198988	has meghan trainor lost weight	f	Female
987041	who was bannon	m	Male
1002890	when was john paul getty the third kidnapped	m	Male
1037249	who is prince philip	m	Male
1095889	how much is amy irving worth	f	Female
861087	what is vine social media	n	Non-Gendered
71250	can melania trump speak russian	f	Female
821486	what is the first naruto.movie	n	Non-Gendered
873207	what length necklace should i wear	n	Non-Gendered
1040892	who is the main character in hatchet	n	Non-Gendered
1033278	who is gouverneur morris	m	Male
918771	what was marco polo's education	m	Male
958042	when was hitler elected as german fuhrer	m	Male
1093014	meaning of love bite	n	Non-Gendered
559257	what are gbs	n	Non-Gendered
1035888	who is matisyahu?	m	Male
1020904	what should i serve for a bridal shower	f	Female
951041	when is manchester united playing real madrid mission time	n	Non-Gendered
638857	what does herion look like?	n	Non-Gendered
540675	was selena quintanilla a songwriter	f	Female
1023250	what origin is the name colette	f	Female
7090	What does the Bible say about us failing	n	Non-Gendered
539223	wanda sykes worth	f	Female
1063793	why did theodora die	f	Non-Gendered
1054744	who was leadbelly huddie	m	Male
1096500	how many years did franklin d roosevelt serve as president	m	Male
499237	slang what does goober head mean	n	Non-Gendered
1003020	when was fanny jackson coppin died	f	Female
763451	what is king henry ii known for	m	Male
209563	how big is zakk wylde	m	Male
341372	how tall is steve curry	m	Male
44466	average super balances by age	n	Non-Gendered
1053184	who was abigail johnson	f	Female
1048332	who plays megan's wife on walking dead	f	Female
392847	impact mean to	n	Non-Gendered
1054223	who was hera	f	Female
1096131	how much does danielle cohn weigh	f	Female
417513	is matt bomer married	m	Male
1002856	when was melvin carter elected	m	Male
830105	what is the max for pell	n	Non-Gendered
581809	what can help me sleep through the night	n	Non-Gendered
975877	where is alexander hamilton from	m	Male
946385	when does elon musk want to go to mars	m	Male
1095029	how tall is cicely tyson	f	Female
95312	commissioner sandra murman	f	Female
1045284	who owns elizabeth taylors engagement ring	f	Female
1030082	who is ann marie cox	f	Female
958910	when was million dollar arm founded	n	Non-Gendered
1085043	what did carol moseley braun accomplishments	f	Female
1059890	what is bim bop	n	Non-Gendered
329450	how much to rent a room in a house	n	Non-Gendered
1032646	who is engelbert humperdinck married to	m	Male
1042227	who is the youngest famous singer today	n	Non-Gendered
805646	what is the average age to get married	n	Non-Gendered
783169	what is peter parker's superhuman name	m	Male
337674	how old was thomas edison?	m	Male
1042863	who is william kennedy smith related to	m	Male
337730	how old would dean martin be	m	Male
505100	suffrage is the right to	n	Non-Gendered
903034	what testosterone helps muscle	n	Male
1030601	who is bill lipton	m	Male
1096043	how much does pauley perrette make on ncis	f	Female
1019321	which singer was named ambassador	n	Non-Gendered
433945	kat von d tattoo price	f	Female
988561	who is to replace claire foy	f	Female
1054720	who was known as the king of ragtime	m	Male
887674	what political party did bernie sanders	m	Male
1053628	who was chuck norris's ancestor	m	Male
1095088	how old was the actress who played rue in the hunger games	f	Female
1093027	meaning of international womens' days	f	Female
28545	at what age should an infant sit up	n	Non-Gendered
956131	when to use colons examples	n	Non-Gendered
1091263	professor who has phd how do they write their name	n	Non-Gendered
243758	how long did North Korea's people mourn the death of Kim Il-Sung?	m	Male
1054871	who was married to tommy lee and ricky sambora	m	Female
940018	when did neil armstrong step on the moon	m	Male
1071705	why is paddington station important	n	Non-Gendered
1053144	who was colonel anthony conk	m	Male
1002619	where was james cagney born	m	Male
793958	what is sburb	n	Non-Gendered
666509	what happens to bob ewell	m	Male
1051553	what is martha	f	Female
1037262	who is princess diana married too	f	Female
919015	what was pablo picasso's personality	m	Male
810232	what is the cause of death during childbirth	n	Female
949683	when is bill clinton's birthday?	m	Male
145623	did tom hardy play bane	m	Male
987044	who was angelina jolie in changeling switchboard	f	Female
1095007	how tall is kim cattrall	f	Female
1028190	who has had the most wins at the martinsville speedway	n	Non-Gendered
399404	is a baby's facial features determined from conception	n	Non-Gendered
620527	what did troy donahue die of	m	Male
946812	when does kohls open	n	Non-Gendered
1093215	marco polo definition world history	m	Non-Gendered
1085007	what did marjorie joyner invent	f	Female
988036	who played ronald reagan in a movie	m	Male
958172	when was isaac brock born	m	Male
341077	how tall is leann rimes	f	Female
1003755	when is the best time to exterminate ants	n	Non-Gendered
986699	where is little falls	n	Non-Gendered
1080479	what forms a strand of dna	n	Non-Gendered
1020124	what speed of usain bolt run	m	Male
939297	when did john pemberton invented coca-cola	m	Male
443832	lymes disease symptoms humans webmd	n	Non-Gendered
1095099	how old was malala	f	Female
1046922	who played linda reagan on blue bloods	f	Female
810090	what is the caste of starstruck	n	Non-Gendered
287029	how many kids does michael jordan has	m	Male
13979	age place birth antonio banderas	m	Male
1096504	abram meaning in hebrew	m	Male
1035662	who is marcus luttrell	m	Male
1002579	when was the first computer co	n	Non-Gendered
838217	what is the other reason anna garcia died	f	Female
1030704	who is bo jackson	m	Male
1054040	who was friedrich engels answers	m	Male
1084900	what disorder did mozart have	m	Non-Gendered
144439	did mackenzie phillips slept with her father	f	Female
1027934	who founded read it	n	Non-Gendered
1085156	cast for the sparrow	n	Non-Gendered
1036645	who is obama	m	Male
986799	who was gentry	n	Non-Gendered
1089508	topher grace net worth	m	Non-Gendered
793748	what is sass creative bloq	n	Non-Gendered
1095755	how much is worth nicki minaj	f	Female
429904	is travels with charley an autobiography	m	Male
1099923	highest ranking african american in the us navy	n	Male
937581	when did brave out	n	Non-Gendered
539642	was alfred jodl guilty of war crimes?	m	Male
923175	what was unique about walt whitman's poetry	m	Male
1006579	when did malcolm x die?	m	Male
1039770	who is the cookie monster	n	Non-Gendered
1095249	how old is carl bernstein	m	Male
985423	where is john f kennedy junior buried	m	Male
1087685	what are cubism paintings	n	Non-Gendered
1030615	who is bill's bob?	m	Male
1034349	who is jocelyn elders	f	Female
82794	caring is creepy	n	Non-Gendered
1034540	who is jon stark	m	Male
514867	the consumption of how many extra calories is equal to one pound?	n	Non-Gendered
1100585	fief definition world history	n	Non-Gendered
1006300	which branch of the armed services did john f kennedy serve	m	Male
1092171	noro symptoms	n	Non-Gendered
1095831	how much is martin shkreli worth	m	Male
415094	is jewel divorced	f	Female
948958	when i am young i am tall riddle	n	Non-Gendered
158880	do seizures mess with your hormones?	n	Non-Gendered
998650	where is tim mcgraw from	m	Male
990420	who is ingo rademacher	m	Male
1057957	what is conway twitty's real name	m	Male
1093102	meaning of blossoming	n	Non-Gendered
534385	usc basketball schedule	n	Non-Gendered
1006763	when did humphrey was elected vice president of the united states	m	Male
892866	what season is scandal	n	Non-Gendered
1053465	who was born on 15 April	n	Non-Gendered
841772	what is the puerperium period	n	Female
1101947	why was cesar millan under investigation	m	Male
900984	what temp does pork roast need to cook to	n	Non-Gendered
879499	what movies does dove cameron play in	f	Female
1001902	where was abraham lincoln born and raised	m	Male
985266	where is jarvis?	m	Non-Gendered
957761	when was frederick born	m	Male
335545	how old is keke palmer	f	Female
131315	definition legal candidate quotas	n	Non-Gendered
1000563	where did robin williams grow up	m	Male
236278	how is back pay for disability determined	n	Non-Gendered
238050	how jesus is risen in 3rd day from friday to sunday	m	Male
725360	what is born in bristol	n	Non-Gendered
939303	when did john steinbeck's the pearl take place	m	Male
987986	who plays double g in-game shakers	n	Female
1006313	when did piaget begin studying children	n	Non-Gendered
59199	calorie needs of teenagers	n	Non-Gendered
987407	who should have played bella swan	f	Female
1045774	what is star food	n	Non-Gendered
1011477	what were athena's symbols	f	Female
1056916	who was the voice of cinderella	f	Female
895130	what size does a child have to be to move to a booster seat	n	Non-Gendered
537185	vintage native american squash blossom necklace	n	Non-Gendered
1054842	what is gamma beta phi society	n	Non-Gendered
1034420	who is john distefano	m	Male
682681	what is a evangelist preacher	n	Male
402662	is an ira distribution a cash payment	n	Non-Gendered
988351	who old is john oliver	m	Male
1095143	how old is thomas brodie	m	Male
1020103	what sports do shaun white play	m	Male
1016580	what tv show is erin moran in	f	Female
989095	who is ted on cheers	m	Male
982802	where is fort ashby road in wv	n	Non-Gendered
762888	what is katie couric d	f	Female
269077	how long to cook a 3 pound pork roast	n	Non-Gendered
324950	how much money does a vet make a year	n	Non-Gendered
958989	when was mrs. potato head music video released	f	Female
1095010	how tall is kate middleton height and weight	f	Female
1003493	when jane addams born	f	Female
557885	what are dog pokemons names	n	Non-Gendered
918383	what was george h. w. bush's religion	m	Male
341405	how tall is thalia	f	Female
986557	who was known to make the piano famous	n	Non-Gendered
1096583	how many times did telemachus try to string the bow?	m	Male
48774	barbra streisand net worth net worth	f	Female
1037032	who is pete davidson	m	Male
1081559	young jeezy's net worth	m	Male
218294	how do i get my 3 1/2 year old to poop in the toilet	n	Non-Gendered
31497	average bust size proportionate to height	n	Female
1024380	what name did bob hope box under	m	Male
887909	what position does lebron play	m	Male
144096	did i meten im in lov with u lyrics decendents	n	Non-Gendered
